Incident Begin Date,Incident End Date,State,State2,countyCode,Sequence,sequenceLength,sequenceLocation,Event
2020/10/26,2020/10/29,LA,Louisiana,22021,1,8,6,302
2021/8/26,2021/9/3,LA,Louisiana,22021,1,8,7,302
2021/9/12,2021/9/18,LA,Louisiana,22021,1,8,8,302
2017/9/8,2017/9/14,AL,Alabama,1015,1,2,1,305
2018/3/19,2018/3/20,AL,Alabama,1015,1,2,2,305
2020/9/14,2020/9/16,AL,Alabama,1015,1,3,1,306
2020/10/28,2020/10/29,AL,Alabama,1015,1,3,2,306
2021/3/25,2021/3/26,AL,Alabama,1015,1,3,3,306
2014/4/28,2014/5/6,FL,Florida,12013,0,1,1,308
2017/9/4,2017/10/18,FL,Florida,12013,1,3,1,309
2018/10/7,2018/10/19,FL,Florida,12013,1,3,2,309
2019/8/28,2019/9/9,FL,Florida,12013,1,3,3,309
2020/9/14,2020/9/28,FL,Florida,12013,1,2,1,310
2021/8/13,2021/8/19,FL,Florida,12013,1,2,2,310
2022/9/23,2022/11/4,FL,Florida,12013,1,2,1,311
2022/11/7,2022/11/30,FL,Florida,12013,1,2,2,311
2017/1/2,2017/1/2,GA,Georgia,13037,1,3,1,313
2017/1/21,2017/1/22,GA,Georgia,13037,1,3,2,313
2017/9/7,2017/9/20,GA,Georgia,13037,1,3,3,313
2018/10/9,2018/10/23,GA,Georgia,13037,0,1,1,314
2017/4/30,2017/4/30,MS,Mississippi,28013,0,1,1,317
2019/2/22,2019/8/23,MS,Mississippi,28013,1,2,1,318
2020/4/12,2020/4/12,MS,Mississippi,28013,1,2,2,318
2021/8/28,2021/9/1,MS,Mississippi,28013,0,1,1,319
2015/10/1,2015/10/23,SC,South Carolina,45017,1,5,1,320
2016/10/4,2016/10/30,SC,South Carolina,45017,1,5,2,320
2017/9/6,2017/9/13,SC,South Carolina,45017,1,5,3,320
2018/9/8,2018/10/8,SC,South Carolina,45017,1,5,4,320
2019/8/31,2019/9/6,SC,South Carolina,45017,1,5,5,320
2022/9/25,2022/10/4,SC,South Carolina,45017,0,1,1,321
2017/8/23,2017/9/15,TX,Texas,48057,0,1,1,325
2020/7/25,2020/7/31,TX,Texas,48057,1,2,1,326
2020/8/23,2020/8/27,TX,Texas,48057,1,2,2,326
2015/5/4,2015/6/22,TX,Texas,48059,1,3,1,327
2016/4/17,2016/4/30,TX,Texas,48059,1,3,2,327
2016/5/22,2016/6/24,TX,Texas,48059,1,3,3,327
2018/9/10,2018/11/2,TX,Texas,48059,0,1,1,328
2016/10/4,2016/10/15,GA,Georgia,13039,1,2,1,330
2017/9/7,2017/9/20,GA,Georgia,13039,1,2,2,330
2018/10/9,2018/10/23,GA,Georgia,13039,1,2,1,331
2019/8/29,2019/9/7,GA,Georgia,13039,1,2,2,331
2015/10/22,2015/10/31,TX,Texas,48061,0,1,1,334
2018/6/19,2018/7/13,TX,Texas,48061,1,2,1,335
2019/6/24,2019/6/25,TX,Texas,48061,1,2,2,335
2020/7/25,2020/7/31,TX,Texas,48061,1,2,1,336
2020/8/23,2020/8/27,TX,Texas,48061,1,2,2,336
2012/8/26,2012/9/10,LA,Louisiana,22023,0,1,1,338
2016/8/11,2016/8/31,LA,Louisiana,22023,1,2,1,339
2017/8/27,2017/9/10,LA,Louisiana,22023,1,2,2,339
2019/7/10,2019/7/15,LA,Louisiana,22023,1,8,1,340
2020/6/5,2020/6/9,LA,Louisiana,22023,1,8,2,340
2020/8/22,2020/8/27,LA,Louisiana,22023,1,8,3,340
2020/9/13,2020/9/16,LA,Louisiana,22023,1,8,4,340
2020/10/6,2020/10/10,LA,Louisiana,22023,1,8,5,340
2020/10/26,2020/10/29,LA,Louisiana,22023,1,8,6,340
2021/8/26,2021/9/3,LA,Louisiana,22023,1,8,7,340
2021/9/12,2021/9/18,LA,Louisiana,22023,1,8,8,340
2020/8/23,2020/8/27,TX,Texas,48063,0,1,1,341
2016/10/4,2016/10/15,GA,Georgia,13043,1,2,1,342
2017/9/7,2017/9/20,GA,Georgia,13043,1,2,2,342
2018/10/9,2018/10/23,GA,Georgia,13043,0,1,1,343
2015/12/22,2016/1/13,GA,Georgia,13045,0,1,1,346
2017/9/7,2017/9/20,GA,Georgia,13045,0,1,1,347
2020/10/29,2020/10/29,GA,Georgia,13045,0,1,1,348
2012/8/26,2012/9/11,MS,Mississippi,28015,0,1,1,351
2017/4/30,2017/4/30,MS,Mississippi,28015,0,1,1,352
2019/2/22,2019/8/23,MS,Mississippi,28015,1,3,1,353
2020/2/10,2020/2/18,MS,Mississippi,28015,1,3,2,353
2020/4/12,2020/4/12,MS,Mississippi,28015,1,3,3,353
2021/8/28,2021/9/1,MS,Mississippi,28015,0,1,1,354
2015/5/4,2015/6/22,TX,Texas,48067,1,4,1,358
2015/12/26,2016/1/21,TX,Texas,48067,1,4,2,358
2016/3/7,2016/3/29,TX,Texas,48067,1,4,3,358
2016/4/17,2016/4/30,TX,Texas,48067,1,4,4,358
2020/8/23,2020/8/27,TX,Texas,48067,0,1,1,359
2015/12/26,2016/1/21,TX,Texas,48069,0,1,1,360
2012/8/26,2012/9/10,LA,Louisiana,22025,1,2,1,364
2013/1/8,2013/1/17,LA,Louisiana,22025,1,2,2,364
2016/3/8,2016/4/8,LA,Louisiana,22025,0,1,1,365
2019/5/10,2019/7/24,LA,Louisiana,22025,0,1,1,366
2019/7/10,2019/7/15,LA,Louisiana,22025,1,8,1,367
2020/6/5,2020/6/9,LA,Louisiana,22025,1,8,2,367
2020/8/22,2020/8/27,LA,Louisiana,22025,1,8,3,367
2020/9/13,2020/9/16,LA,Louisiana,22025,1,8,4,367
2020/10/6,2020/10/10,LA,Louisiana,22025,1,8,5,367
2020/10/26,2020/10/29,LA,Louisiana,22025,1,8,6,367
2021/8/26,2021/9/3,LA,Louisiana,22025,1,8,7,367
2021/9/12,2021/9/18,LA,Louisiana,22025,1,8,8,367
2015/10/1,2015/10/23,SC,South Carolina,,1,5,1,368
2016/10/4,2016/10/30,SC,South Carolina,,1,5,2,368
2017/9/6,2017/9/13,SC,South Carolina,,1,5,3,368
2018/9/8,2018/10/8,SC,South Carolina,,1,5,4,368
2019/8/31,2019/9/6,SC,South Carolina,,1,5,5,368
2017/9/7,2017/9/20,GA,Georgia,13047,0,1,1,371
2013/9/9,2013/9/22,NM,New Mexico,35003,0,1,1,372
2015/12/23,2015/12/31,AL,Alabama,1017,0,1,1,375
2017/9/8,2017/9/14,AL,Alabama,1017,0,1,1,376
2020/2/5,2020/3/6,AL,Alabama,1017,1,2,1,377
2020/9/14,2020/9/16,AL,Alabama,1017,1,2,2,377
2017/8/23,2017/9/15,TX,Texas,48071,0,1,1,381
2019/9/17,2019/9/23,TX,Texas,48071,1,2,1,382
2020/8/23,2020/8/27,TX,Texas,48071,1,2,2,382
2015/10/1,2015/10/23,SC,South Carolina,45019,1,5,1,383
2016/10/4,2016/10/30,SC,South Carolina,45019,1,5,2,383
2017/9/6,2017/9/13,SC,South Carolina,45019,1,5,3,383
2018/9/8,2018/10/8,SC,South Carolina,45019,1,5,4,383
2019/8/31,2019/9/6,SC,South Carolina,45019,1,5,5,383
2022/9/25,2022/10/4,SC,South Carolina,45019,0,1,1,384
2012/6/23,2012/7/26,FL,Florida,12015,0,1,1,386
2017/9/4,2017/10/18,FL,Florida,12015,0,1,1,387
2019/8/28,2019/9/9,FL,Florida,12015,0,1,1,388
2021/7/4,2021/7/8,FL,Florida,12015,0,1,1,389
2022/9/23,2022/11/4,FL,Florida,12015,1,2,1,390
2022/11/7,2022/11/30,FL,Florida,12015,1,2,2,390
2016/10/4,2016/10/15,GA,Georgia,13049,1,2,1,391
2017/9/7,2017/9/20,GA,Georgia,13049,1,2,2,391
2018/10/9,2018/10/23,GA,Georgia,13049,1,2,1,392
2019/8/29,2019/9/7,GA,Georgia,13049,1,2,2,392
2016/10/4,2016/10/15,GA,Georgia,13051,1,2,1,393
2017/9/7,2017/9/20,GA,Georgia,13051,1,2,2,393
2018/10/9,2018/10/23,GA,Georgia,13051,1,2,1,394
2019/8/29,2019/9/7,GA,Georgia,13051,1,2,2,394
2015/12/22,2016/1/13,GA,Georgia,13053,0,1,1,395
2017/9/7,2017/9/20,GA,Georgia,13053,0,1,1,396
2018/10/9,2018/10/23,GA,Georgia,13053,0,1,1,397
2017/9/7,2017/9/20,GA,Georgia,13055,0,1,1,399
2013/9/9,2013/9/22,NM,New Mexico,35005,0,1,1,400
2015/12/23,2015/12/31,AL,Alabama,1019,0,1,1,403
2017/9/8,2017/9/14,AL,Alabama,1019,0,1,1,404
2019/2/19,2019/3/20,AL,Alabama,1019,0,1,1,405
2020/9/14,2020/9/16,AL,Alabama,1019,1,2,1,406
2020/10/28,2020/10/29,AL,Alabama,1019,1,2,2,406
2017/9/7,2017/9/20,GA,Georgia,13057,0,1,1,409
2020/10/29,2020/10/29,GA,Georgia,13057,0,1,1,410
2015/10/1,2015/10/23,SC,South Carolina,45021,1,5,1,411
2016/10/4,2016/10/30,SC,South Carolina,45021,1,5,2,411
2017/9/6,2017/9/13,SC,South Carolina,45021,1,5,3,411
2018/9/8,2018/10/8,SC,South Carolina,45021,1,5,4,411
2019/8/31,2019/9/6,SC,South Carolina,45021,1,5,5,411
2022/9/25,2022/10/4,SC,South Carolina,45021,0,1,1,412
2015/5/4,2015/6/22,TX,Texas,48073,1,2,1,415
2016/4/17,2016/4/30,TX,Texas,48073,1,2,2,415
2020/8/23,2020/8/27,TX,Texas,48073,0,1,1,416
2015/10/1,2015/10/23,SC,South Carolina,45023,1,6,1,417
2016/10/4,2016/10/30,SC,South Carolina,45023,1,6,2,417
2017/9/6,2017/9/13,SC,South Carolina,45023,1,6,3,417
2018/9/8,2018/10/8,SC,South Carolina,45023,1,6,4,417
2019/8/31,2019/9/6,SC,South Carolina,45023,1,6,5,417
2020/2/6,2020/2/13,SC,South Carolina,45023,1,6,6,417
2022/9/25,2022/10/4,SC,South Carolina,45023,0,1,1,418
2015/10/1,2015/10/23,SC,South Carolina,45025,1,5,1,419
2016/10/4,2016/10/30,SC,South Carolina,45025,1,5,2,419
2017/9/6,2017/9/13,SC,South Carolina,45025,1,5,3,419
2018/9/8,2018/10/8,SC,South Carolina,45025,1,5,4,419
2019/8/31,2019/9/6,SC,South Carolina,45025,1,5,5,419
2022/9/25,2022/10/4,SC,South Carolina,45025,0,1,1,420
2015/12/23,2015/12/28,MS,Mississippi,28017,0,1,1,423
2019/2/22,2019/8/23,MS,Mississippi,28017,1,4,1,424
2019/10/26,2019/10/26,MS,Mississippi,28017,1,4,2,424
2020/1/10,2020/1/11,MS,Mississippi,28017,1,4,3,424
2020/4/12,2020/4/12,MS,Mississippi,28017,1,4,4,424
2021/8/28,2021/9/1,MS,Mississippi,28017,0,1,1,425
2015/12/26,2016/1/21,TX,Texas,48075,0,1,1,426
2011/4/15,2011/5/31,AL,Alabama,1021,1,2,1,429
2012/1/22,2012/1/23,AL,Alabama,1021,1,2,2,429
2017/9/8,2017/9/14,AL,Alabama,1021,1,2,1,430
2017/10/6,2017/10/10,AL,Alabama,1021,1,2,2,430
2020/4/19,2020/4/19,AL,Alabama,1021,1,3,1,431
2020/9/14,2020/9/16,AL,Alabama,1021,1,3,2,431
2020/10/28,2020/10/29,AL,Alabama,1021,1,3,3,431
2017/9/8,2017/9/14,AL,Alabama,1023,1,2,1,434
2017/10/6,2017/10/10,AL,Alabama,1023,1,2,2,434
2020/2/5,2020/3/6,AL,Alabama,1023,1,3,1,435
2020/9/14,2020/9/16,AL,Alabama,1023,1,3,2,435
2020/10/28,2020/10/29,AL,Alabama,1023,1,3,3,435
2019/10/26,2019/10/26,MS,Mississippi,28019,1,3,1,438
2020/1/10,2020/1/11,MS,Mississippi,28019,1,3,2,438
2020/4/12,2020/4/12,MS,Mississippi,28019,1,3,3,438
2021/8/28,2021/9/1,MS,Mississippi,28019,0,1,1,439
2013/9/9,2013/9/22,NM,New Mexico,35006,0,1,1,442
2012/6/23,2012/7/26,FL,Florida,12017,0,1,1,444
2016/8/31,2016/9/11,FL,Florida,12017,1,5,1,445
2016/10/3,2016/10/19,FL,Florida,12017,1,5,2,445
2017/9/4,2017/10/18,FL,Florida,12017,1,5,3,445
2018/10/7,2018/10/19,FL,Florida,12017,1,5,4,445
2019/8/28,2019/9/9,FL,Florida,12017,1,5,5,445
2020/11/7,2020/11/12,FL,Florida,12017,1,3,1,446
2021/7/4,2021/7/8,FL,Florida,12017,1,3,2,446
2021/8/13,2021/8/19,FL,Florida,12017,1,3,3,446
2022/9/23,2022/11/4,FL,Florida,12017,1,2,1,447
2022/11/7,2022/11/30,FL,Florida,12017,1,2,2,447
2012/8/26,2012/9/11,MS,Mississippi,28021,0,1,1,450
2016/3/9,2016/3/29,MS,Mississippi,28021,0,1,1,451
2017/4/30,2017/4/30,MS,Mississippi,28021,0,1,1,452
2020/2/10,2020/2/18,MS,Mississippi,28021,1,4,1,453
2020/4/22,2020/4/23,MS,Mississippi,28021,1,4,2,453
2020/10/7,2020/10/11,MS,Mississippi,28021,1,4,3,453
2021/8/28,2021/9/1,MS,Mississippi,28021,1,4,4,453
2012/8/26,2012/9/10,LA,Louisiana,22027,0,1,1,456
2016/3/8,2016/4/8,LA,Louisiana,22027,0,1,1,457
2020/6/5,2020/6/9,LA,Louisiana,22027,1,7,1,458
2020/8/22,2020/8/27,LA,Louisiana,22027,1,7,2,458
2020/9/13,2020/9/16,LA,Louisiana,22027,1,7,3,458
2020/10/6,2020/10/10,LA,Louisiana,22027,1,7,4,458
2020/10/26,2020/10/29,LA,Louisiana,22027,1,7,5,458
2021/8/26,2021/9/3,LA,Louisiana,22027,1,7,6,458
2021/9/12,2021/9/18,LA,Louisiana,22027,1,7,7,458
2015/10/1,2015/10/23,SC,South Carolina,45027,1,5,1,459
2016/10/4,2016/10/30,SC,South Carolina,45027,1,5,2,459
2017/9/6,2017/9/13,SC,South Carolina,45027,1,5,3,459
2018/9/8,2018/10/8,SC,South Carolina,45027,1,5,4,459
2019/8/31,2019/9/6,SC,South Carolina,45027,1,5,5,459
2022/9/25,2022/10/4,SC,South Carolina,45027,0,1,1,460
2017/9/8,2017/9/14,AL,Alabama,1025,1,2,1,463
2017/10/6,2017/10/10,AL,Alabama,1025,1,2,2,463
2020/9/14,2020/9/16,AL,Alabama,1025,1,2,1,464
2020/10/28,2020/10/29,AL,Alabama,1025,1,2,2,464
2017/9/7,2017/9/20,GA,Georgia,13059,0,1,1,465
2018/10/9,2018/10/23,GA,Georgia,13059,0,1,1,466
2012/8/26,2012/9/11,MS,Mississippi,28023,0,1,1,469
2016/3/9,2016/3/29,MS,Mississippi,28023,0,1,1,470
2018/12/27,2018/12/28,MS,Mississippi,28023,1,5,1,471
2019/4/13,2019/4/14,MS,Mississippi,28023,1,5,2,471
2020/4/12,2020/4/12,MS,Mississippi,28023,1,5,3,471
2020/10/27,2020/10/29,MS,Mississippi,28023,1,5,4,471
2021/8/28,2021/9/1,MS,Mississippi,28023,1,5,5,471
2015/12/23,2015/12/31,AL,Alabama,1027,0,1,1,474
2017/9/8,2017/9/14,AL,Alabama,1027,0,1,1,475
2020/9/14,2020/9/16,AL,Alabama,1027,1,3,1,476
2020/10/28,2020/10/29,AL,Alabama,1027,1,3,2,476
2021/3/25,2021/3/26,AL,Alabama,1027,1,3,3,476
2012/6/23,2012/7/26,FL,Florida,12019,0,1,1,478
2016/10/3,2016/10/19,FL,Florida,12019,1,2,1,479
2017/9/4,2017/10/18,FL,Florida,12019,1,2,2,479
2019/8/28,2019/9/9,FL,Florida,12019,1,3,1,480
2020/7/31,2020/8/4,FL,Florida,12019,1,3,2,480
2021/7/4,2021/7/8,FL,Florida,12019,1,3,3,480
2022/9/23,2022/11/4,FL,Florida,12019,1,2,1,481
2022/11/7,2022/11/30,FL,Florida,12019,1,2,2,481
2017/1/21,2017/1/22,GA,Georgia,13061,1,2,1,482
2017/9/7,2017/9/20,GA,Georgia,13061,1,2,2,482
2018/10/9,2018/10/23,GA,Georgia,13061,0,1,1,483
2015/12/23,2015/12/28,MS,Mississippi,28025,0,1,1,486
2019/2/22,2019/8/23,MS,Mississippi,28025,0,1,1,487
2019/4/13,2019/4/14,MS,Mississippi,28025,1,4,1,488
2020/1/10,2020/1/11,MS,Mississippi,28025,1,4,2,488
2020/2/10,2020/2/18,MS,Mississippi,28025,1,4,3,488
2020/4/12,2020/4/12,MS,Mississippi,28025,1,4,4,488
2021/8/28,2021/9/1,MS,Mississippi,28025,0,1,1,489
2015/5/4,2015/6/22,TX,Texas,48077,0,1,1,490
2017/9/7,2017/9/20,GA,Georgia,13063,0,1,1,491
2015/12/23,2015/12/31,AL,Alabama,1029,0,1,1,494
2017/9/8,2017/9/14,AL,Alabama,1029,0,1,1,495
2020/9/14,2020/9/16,AL,Alabama,1029,0,1,1,496
2016/10/4,2016/10/15,GA,Georgia,13065,1,2,1,498
2017/9/7,2017/9/20,GA,Georgia,13065,1,2,2,498
2018/10/9,2018/10/23,GA,Georgia,13065,0,1,1,499
2015/12/23,2015/12/28,MS,Mississippi,28027,1,2,1,502
2016/3/9,2016/3/29,MS,Mississippi,28027,1,2,2,502
2019/2/22,2019/8/23,MS,Mississippi,28027,1,2,1,503
2020/4/12,2020/4/12,MS,Mississippi,28027,1,2,2,503
2021/8/28,2021/9/1,MS,Mississippi,28027,0,1,1,504
2017/9/7,2017/9/20,GA,Georgia,13067,0,1,1,506
2013/7/23,2013/7/28,NM,New Mexico,,0,1,1,508
2015/12/26,2016/1/21,TX,Texas,48079,0,1,1,509
2021/7/22,2021/7/24,AZ,Arizona,4005,0,1,1,511
2015/12/23,2015/12/31,AL,Alabama,1031,0,1,1,514
2017/9/8,2017/9/14,AL,Alabama,1031,1,2,1,515
2017/10/6,2017/10/10,AL,Alabama,1031,1,2,2,515
2018/10/10,2018/10/13,AL,Alabama,1031,0,1,1,516
2020/4/19,2020/4/19,AL,Alabama,1031,1,2,1,517
2020/9/14,2020/9/16,AL,Alabama,1031,1,2,2,517
2016/10/4,2016/10/15,GA,Georgia,13069,1,2,1,519
2017/9/7,2017/9/20,GA,Georgia,13069,1,2,2,519
2018/10/9,2018/10/23,GA,Georgia,13069,0,1,1,520
2015/12/23,2015/12/31,AL,Alabama,1033,0,1,1,523
2017/9/8,2017/9/14,AL,Alabama,1033,0,1,1,524
2019/2/19,2019/3/20,AL,Alabama,1033,1,3,1,525
2020/2/5,2020/3/6,AL,Alabama,1033,1,3,2,525
2020/9/14,2020/9/16,AL,Alabama,1033,1,3,3,525
2016/5/22,2016/6/24,TX,Texas,48083,0,1,1,526
2013/7/23,2013/7/28,NM,New Mexico,35007,1,3,1,527
2013/9/9,2013/9/22,NM,New Mexico,35007,1,3,2,527
2014/9/15,2014/9/26,NM,New Mexico,35007,1,3,3,527
2015/10/1,2015/10/23,SC,South Carolina,45029,1,6,1,528
2016/10/4,2016/10/30,SC,South Carolina,45029,1,6,2,528
2017/9/6,2017/9/13,SC,South Carolina,45029,1,6,3,528
2018/9/8,2018/10/8,SC,South Carolina,45029,1,6,4,528
2019/8/31,2019/9/6,SC,South Carolina,45029,1,6,5,528
2020/4/12,2020/4/13,SC,South Carolina,45029,1,6,6,528
2022/9/25,2022/10/4,SC,South Carolina,45029,0,1,1,529
2012/6/23,2012/7/26,FL,Florida,12021,1,2,1,531
2012/8/27,2012/8/29,FL,Florida,12021,1,2,2,531
2017/9/4,2017/10/18,FL,Florida,12021,0,1,1,532
2019/8/28,2019/9/9,FL,Florida,12021,0,1,1,533
2021/7/4,2021/7/8,FL,Florida,12021,0,1,1,534
2022/9/23,2022/11/4,FL,Florida,12021,1,2,1,535
2022/11/7,2022/11/30,FL,Florida,12021,1,2,2,535
2015/5/4,2015/6/22,TX,Texas,48087,1,2,1,537
2015/12/26,2016/1/21,TX,Texas,48087,1,2,2,537
2015/5/4,2015/6/22,TX,Texas,48089,1,2,1,539
2016/4/17,2016/4/30,TX,Texas,48089,1,2,2,539
2017/8/23,2017/9/15,TX,Texas,48089,0,1,1,540
2017/1/21,2017/1/22,GA,Georgia,13071,1,2,1,542
2017/9/7,2017/9/20,GA,Georgia,13071,1,2,2,542
2018/10/9,2018/10/23,GA,Georgia,13071,0,1,1,543
2012/6/23,2012/7/26,FL,Florida,12023,0,1,1,545
2016/8/31,2016/9/11,FL,Florida,12023,1,4,1,546
2017/9/4,2017/10/18,FL,Florida,12023,1,4,2,546
2018/10/7,2018/10/19,FL,Florida,12023,1,4,3,546
2019/8/28,2019/9/9,FL,Florida,12023,1,4,4,546
2021/7/4,2021/7/8,FL,Florida,12023,0,1,1,547
2022/9/23,2022/11/4,FL,Florida,12023,1,2,1,548
2022/11/7,2022/11/30,FL,Florida,12023,1,2,2,548
2017/9/7,2017/9/20,GA,Georgia,13073,0,1,1,549
2018/10/9,2018/10/23,GA,Georgia,13073,0,1,1,550
2017/2/1,2017/2/23,CA,California,6011,0,1,1,551
2019/2/13,2019/2/15,CA,California,6011,1,2,1,552
2019/2/24,2019/3/1,CA,California,6011,1,2,2,552
2015/5/4,2015/6/22,TX,Texas,48091,1,2,1,556
2015/10/22,2015/10/31,TX,Texas,48091,1,2,2,556
2017/8/23,2017/9/15,TX,Texas,48091,0,1,1,557
2015/5/4,2015/6/22,TX,Texas,48093,1,2,1,558
2016/5/22,2016/6/24,TX,Texas,48093,1,2,2,558
2018/9/10,2018/11/2,TX,Texas,48093,0,1,1,559
2012/8/26,2012/9/10,LA,Louisiana,22029,1,2,1,562
2013/1/8,2013/1/17,LA,Louisiana,22029,1,2,2,562
2015/12/28,2016/2/1,LA,Louisiana,22029,0,1,1,563
2019/5/10,2019/7/24,LA,Louisiana,22029,0,1,1,564
2019/5/10,2019/6/17,LA,Louisiana,22029,1,9,1,565
2019/7/10,2019/7/15,LA,Louisiana,22029,1,9,2,565
2020/6/5,2020/6/9,LA,Louisiana,22029,1,9,3,565
2020/8/22,2020/8/27,LA,Louisiana,22029,1,9,4,565
2020/9/13,2020/9/16,LA,Louisiana,22029,1,9,5,565
2020/10/6,2020/10/10,LA,Louisiana,22029,1,9,6,565
2020/10/26,2020/10/29,LA,Louisiana,22029,1,9,7,565
2021/8/26,2021/9/3,LA,Louisiana,22029,1,9,8,565
2021/9/12,2021/9/18,LA,Louisiana,22029,1,9,9,565
2015/12/23,2015/12/31,AL,Alabama,1035,0,1,1,569
2017/9/8,2017/9/14,AL,Alabama,1035,1,2,1,570
2017/10/6,2017/10/10,AL,Alabama,1035,1,2,2,570
2018/10/10,2018/10/13,AL,Alabama,1035,0,1,1,571
2020/9/14,2020/9/16,AL,Alabama,1035,0,1,1,572
2017/1/3,2017/1/12,CA,California,6013,1,3,1,574
2017/1/18,2017/1/23,CA,California,6013,1,3,2,574
2017/2/1,2017/2/23,CA,California,6013,1,3,3,574
2017/1/21,2017/1/22,GA,Georgia,13075,1,2,1,577
2017/9/7,2017/9/20,GA,Georgia,13075,1,2,2,577
2018/10/9,2018/10/23,GA,Georgia,13075,0,1,1,578
2015/5/4,2015/6/22,TX,Texas,48097,0,1,1,579
2017/9/8,2017/9/14,AL,Alabama,1037,1,2,1,582
2017/10/6,2017/10/10,AL,Alabama,1037,1,2,2,582
2020/4/19,2020/4/19,AL,Alabama,1037,1,3,1,583
2020/9/14,2020/9/16,AL,Alabama,1037,1,3,2,583
2020/10/28,2020/10/29,AL,Alabama,1037,1,3,3,583
2012/8/26,2012/9/11,MS,Mississippi,28029,0,1,1,586
2020/2/10,2020/2/18,MS,Mississippi,28029,1,3,1,587
2020/10/7,2020/10/11,MS,Mississippi,28029,1,3,2,587
2021/8/28,2021/9/1,MS,Mississippi,28029,1,3,3,587
2015/5/4,2015/6/22,TX,Texas,48099,1,2,1,588
2016/4/17,2016/4/30,TX,Texas,48099,1,2,2,588
2018/9/10,2018/11/2,TX,Texas,48099,0,1,1,589
2015/12/26,2016/1/21,TX,Texas,48101,0,1,1,591
2012/8/26,2012/9/5,AL,Alabama,1039,0,1,1,594
2014/4/28,2014/5/5,AL,Alabama,1039,0,1,1,595
2015/12/23,2015/12/31,AL,Alabama,1039,0,1,1,596
2017/9/8,2017/9/14,AL,Alabama,1039,1,2,1,597
2017/10/6,2017/10/10,AL,Alabama,1039,1,2,2,597
2018/10/10,2018/10/13,AL,Alabama,1039,0,1,1,598
2020/2/5,2020/3/6,AL,Alabama,1039,1,3,1,599
2020/4/19,2020/4/19,AL,Alabama,1039,1,3,2,599
2020/9/14,2020/9/16,AL,Alabama,1039,1,3,3,599
2012/8/26,2012/9/11,MS,Mississippi,28031,0,1,1,601
2016/3/9,2016/3/29,MS,Mississippi,28031,0,1,1,602
2018/12/27,2018/12/28,MS,Mississippi,28031,1,7,1,603
2019/10/26,2019/10/26,MS,Mississippi,28031,1,7,2,603
2020/4/12,2020/4/12,MS,Mississippi,28031,1,7,3,603
2020/4/22,2020/4/23,MS,Mississippi,28031,1,7,4,603
2020/8/23,2020/8/29,MS,Mississippi,28031,1,7,5,603
2020/9/14,2020/9/17,MS,Mississippi,28031,1,7,6,603
2021/8/28,2021/9/1,MS,Mississippi,28031,1,7,7,603
2017/9/7,2017/9/20,GA,Georgia,13077,0,1,1,606
2021/3/25,2021/3/26,GA,Georgia,13077,0,1,1,607
2015/12/22,2016/1/13,GA,Georgia,13079,0,1,1,610
2017/9/7,2017/9/20,GA,Georgia,13079,0,1,1,611
2018/10/9,2018/10/23,GA,Georgia,13079,0,1,1,612
2014/4/28,2014/5/5,AL,Alabama,1041,0,1,1,615
2015/12/23,2015/12/31,AL,Alabama,1041,0,1,1,616
2017/9/8,2017/9/14,AL,Alabama,1041,1,2,1,617
2017/10/6,2017/10/10,AL,Alabama,1041,1,2,2,617
2018/10/10,2018/10/13,AL,Alabama,1041,0,1,1,618
2020/2/5,2020/3/6,AL,Alabama,1041,1,3,1,619
2020/4/19,2020/4/19,AL,Alabama,1041,1,3,2,619
2020/9/14,2020/9/16,AL,Alabama,1041,1,3,3,619
2017/1/21,2017/1/22,GA,Georgia,13081,1,2,1,621
2017/9/7,2017/9/20,GA,Georgia,13081,1,2,2,621
2018/10/9,2018/10/23,GA,Georgia,13081,0,1,1,622
2015/12/26,2016/1/21,TX,Texas,48107,0,1,1,624
2015/12/23,2015/12/31,AL,Alabama,1043,0,1,1,627
2017/9/8,2017/9/14,AL,Alabama,1043,1,2,1,628
2018/3/19,2018/3/20,AL,Alabama,1043,1,2,2,628
2020/2/5,2020/3/6,AL,Alabama,1043,1,3,1,629
2020/4/12,2020/4/13,AL,Alabama,1043,1,3,2,629
2020/9/14,2020/9/16,AL,Alabama,1043,1,3,3,629
2015/12/22,2016/1/13,GA,Georgia,13083,0,1,1,631
2017/9/7,2017/9/20,GA,Georgia,13083,0,1,1,632
2014/4/28,2014/5/5,AL,Alabama,1045,0,1,1,635
2015/12/23,2015/12/31,AL,Alabama,1045,0,1,1,636
2017/9/8,2017/9/14,AL,Alabama,1045,1,2,1,637
2017/10/6,2017/10/10,AL,Alabama,1045,1,2,2,637
2018/10/10,2018/10/13,AL,Alabama,1045,0,1,1,638
2020/4/19,2020/4/19,AL,Alabama,1045,1,2,1,639
2020/9/14,2020/9/16,AL,Alabama,1045,1,2,2,639
2012/8/26,2012/9/5,AL,Alabama,1047,0,1,1,642
2017/9/8,2017/9/14,AL,Alabama,1047,1,2,1,643
2017/10/6,2017/10/10,AL,Alabama,1047,1,2,2,643
2020/2/5,2020/3/6,AL,Alabama,1047,1,3,1,644
2020/9/14,2020/9/16,AL,Alabama,1047,1,3,2,644
2020/10/28,2020/10/29,AL,Alabama,1047,1,3,3,644
2015/5/4,2015/6/22,TX,Texas,48113,1,2,1,647
2015/12/26,2016/1/21,TX,Texas,48113,1,2,2,647
