Incident Begin Date,Incident End Date,State,State2,countyCode,Sequence,sequenceLength,sequenceLocation,Event
2017/8/23,2017/9/15,TX,Texas,48113,0,1,1,648
2020/8/23,2020/8/27,TX,Texas,48113,0,1,1,649
2015/10/1,2015/10/23,SC,South Carolina,45031,1,5,1,650
2016/10/4,2016/10/30,SC,South Carolina,45031,1,5,2,650
2017/9/6,2017/9/13,SC,South Carolina,45031,1,5,3,650
2018/9/8,2018/10/8,SC,South Carolina,45031,1,5,4,650
2019/8/31,2019/9/6,SC,South Carolina,45031,1,5,5,650
2022/9/25,2022/10/4,SC,South Carolina,45031,0,1,1,651
2017/9/7,2017/9/20,GA,Georgia,13085,0,1,1,653
2020/10/29,2020/10/29,GA,Georgia,13085,0,1,1,654
2016/3/8,2016/4/8,LA,Louisiana,22031,0,1,1,657
2017/8/28,2017/9/10,LA,Louisiana,22031,0,1,1,658
2020/6/5,2020/6/9,LA,Louisiana,22031,1,7,1,659
2020/8/22,2020/8/27,LA,Louisiana,22031,1,7,2,659
2020/9/13,2020/9/16,LA,Louisiana,22031,1,7,3,659
2020/10/6,2020/10/10,LA,Louisiana,22031,1,7,4,659
2020/10/26,2020/10/29,LA,Louisiana,22031,1,7,5,659
2021/8/26,2021/9/3,LA,Louisiana,22031,1,7,6,659
2021/9/12,2021/9/18,LA,Louisiana,22031,1,7,7,659
2013/9/9,2013/9/22,NM,New Mexico,,0,1,1,660
2014/4/28,2014/5/5,AL,Alabama,1049,0,1,1,663
2015/12/23,2015/12/31,AL,Alabama,1049,0,1,1,664
2017/9/8,2017/9/14,AL,Alabama,1049,0,1,1,665
2019/2/19,2019/3/20,AL,Alabama,1049,0,1,1,666
2020/4/12,2020/4/13,AL,Alabama,1049,1,2,1,667
2020/9/14,2020/9/16,AL,Alabama,1049,1,2,2,667
2017/9/7,2017/9/20,GA,Georgia,13089,0,1,1,670
2017/9/4,2017/10/18,FL,Florida,12027,0,1,1,672
2019/8/28,2019/9/9,FL,Florida,12027,0,1,1,673
2021/7/4,2021/7/8,FL,Florida,12027,0,1,1,674
2022/9/23,2022/11/4,FL,Florida,12027,1,2,1,675
2022/11/7,2022/11/30,FL,Florida,12027,1,2,2,675
2020/1/10,2020/1/11,MS,Mississippi,28033,0,1,1,678
2021/8/28,2021/9/1,MS,Mississippi,28033,0,1,1,679
2015/5/4,2015/6/22,TX,Texas,48123,0,1,1,681
2017/8/23,2017/9/15,TX,Texas,48123,0,1,1,682
2015/12/26,2016/1/21,TX,Texas,48117,0,1,1,683
2015/12/22,2016/1/13,GA,Georgia,13087,0,1,1,685
2017/9/7,2017/9/20,GA,Georgia,13087,0,1,1,686
2018/10/9,2018/10/23,GA,Georgia,13087,0,1,1,687
2017/2/1,2017/2/23,CA,California,6015,0,1,1,689
2019/2/24,2019/3/1,CA,California,6015,0,1,1,690
2015/5/4,2015/6/22,TX,Texas,48119,1,2,1,692
2015/12/26,2016/1/21,TX,Texas,48119,1,2,2,692
2015/5/4,2015/6/22,TX,Texas,48121,0,1,1,694
2015/5/4,2015/6/22,TX,Texas,48125,1,2,1,695
2015/12/26,2016/1/21,TX,Texas,48125,1,2,2,695
2015/10/1,2015/10/23,SC,South Carolina,45033,1,5,1,696
2016/10/4,2016/10/30,SC,South Carolina,45033,1,5,2,696
2017/9/6,2017/9/13,SC,South Carolina,45033,1,5,3,696
2018/9/8,2018/10/8,SC,South Carolina,45033,1,5,4,696
2019/8/31,2019/9/6,SC,South Carolina,45033,1,5,5,696
2022/9/25,2022/10/4,SC,South Carolina,45033,0,1,1,697
2018/9/10,2018/11/2,TX,Texas,48127,0,1,1,698
2020/7/25,2020/7/31,TX,Texas,48127,0,1,1,699
2012/6/23,2012/7/26,FL,Florida,12029,0,1,1,701
2016/8/31,2016/9/11,FL,Florida,12029,1,4,1,702
2017/9/4,2017/10/18,FL,Florida,12029,1,4,2,702
2018/10/7,2018/10/19,FL,Florida,12029,1,4,3,702
2019/8/28,2019/9/9,FL,Florida,12029,1,4,4,702
2020/11/7,2020/11/12,FL,Florida,12029,1,3,1,703
2021/7/4,2021/7/8,FL,Florida,12029,1,3,2,703
2021/8/13,2021/8/19,FL,Florida,12029,1,3,3,703
2022/9/23,2022/11/4,FL,Florida,12029,1,2,1,704
2022/11/7,2022/11/30,FL,Florida,12029,1,2,2,704
2017/9/7,2017/9/20,GA,Georgia,13091,0,1,1,706
2018/10/9,2018/10/23,GA,Georgia,13091,0,1,1,707
2013/9/9,2013/9/22,NM,New Mexico,,0,1,1,708
2015/12/26,2016/1/21,TX,Texas,48129,0,1,1,709
2017/9/7,2017/9/20,GA,Georgia,13093,0,1,1,711
2018/10/9,2018/10/23,GA,Georgia,13093,0,1,1,712
2015/10/1,2015/10/23,SC,South Carolina,45035,1,5,1,713
2016/10/4,2016/10/30,SC,South Carolina,45035,1,5,2,713
2017/9/6,2017/9/13,SC,South Carolina,45035,1,5,3,713
2018/9/8,2018/10/8,SC,South Carolina,45035,1,5,4,713
2019/8/31,2019/9/6,SC,South Carolina,45035,1,5,5,713
2022/9/25,2022/10/4,SC,South Carolina,45035,0,1,1,714
2017/1/2,2017/1/2,GA,Georgia,13095,1,3,1,716
2017/1/21,2017/1/22,GA,Georgia,13095,1,3,2,716
2017/9/7,2017/9/20,GA,Georgia,13095,1,3,3,716
2018/10/9,2018/10/23,GA,Georgia,13095,0,1,1,717
2015/12/22,2016/1/13,GA,Georgia,13097,0,1,1,720
2017/9/7,2017/9/20,GA,Georgia,13097,0,1,1,721
2020/10/29,2020/10/29,GA,Georgia,13097,0,1,1,722
2012/6/23,2012/7/26,FL,Florida,12031,0,1,1,724
2016/10/3,2016/10/19,FL,Florida,12031,1,2,1,725
2017/9/4,2017/10/18,FL,Florida,12031,1,2,2,725
2019/8/28,2019/9/9,FL,Florida,12031,1,3,1,726
2020/7/31,2020/8/4,FL,Florida,12031,1,3,2,726
2021/7/4,2021/7/8,FL,Florida,12031,1,3,3,726
2022/9/23,2022/11/4,FL,Florida,12031,1,2,1,727
2022/11/7,2022/11/30,FL,Florida,12031,1,2,2,727
2015/5/4,2015/6/22,TX,Texas,48131,0,1,1,729
2020/7/25,2020/7/31,TX,Texas,48131,0,1,1,730
2017/1/2,2017/1/2,GA,Georgia,13099,1,2,1,732
2017/9/7,2017/9/20,GA,Georgia,13099,1,2,2,732
2018/10/9,2018/10/23,GA,Georgia,13099,0,1,1,733
2012/8/26,2012/9/10,LA,Louisiana,22033,0,1,1,736
2016/8/11,2016/8/31,LA,Louisiana,22033,0,1,1,737
2019/7/10,2019/7/15,LA,Louisiana,22033,1,9,1,738
2020/6/5,2020/6/9,LA,Louisiana,22033,1,9,2,738
2020/8/22,2020/8/27,LA,Louisiana,22033,1,9,3,738
2020/9/13,2020/9/16,LA,Louisiana,22033,1,9,4,738
2020/10/6,2020/10/10,LA,Louisiana,22033,1,9,5,738
2020/10/26,2020/10/29,LA,Louisiana,22033,1,9,6,738
2021/5/17,2021/5/21,LA,Louisiana,22033,1,9,7,738
2021/8/26,2021/9/3,LA,Louisiana,22033,1,9,8,738
2021/9/12,2021/9/18,LA,Louisiana,22033,1,9,9,738
2012/8/26,2012/9/10,LA,Louisiana,22035,1,2,1,741
2013/1/8,2013/1/17,LA,Louisiana,22035,1,2,2,741
2016/3/8,2016/4/8,LA,Louisiana,22035,0,1,1,742
2019/5/10,2019/7/24,LA,Louisiana,22035,1,8,1,743
2020/6/5,2020/6/9,LA,Louisiana,22035,1,8,2,743
2020/8/22,2020/8/27,LA,Louisiana,22035,1,8,3,743
2020/9/13,2020/9/16,LA,Louisiana,22035,1,8,4,743
2020/10/6,2020/10/10,LA,Louisiana,22035,1,8,5,743
2020/10/26,2020/10/29,LA,Louisiana,22035,1,8,6,743
2021/8/26,2021/9/3,LA,Louisiana,22035,1,8,7,743
2021/9/12,2021/9/18,LA,Louisiana,22035,1,8,8,743
2011/4/25,2011/7/7,LA,Louisiana,22037,1,3,1,745
2011/9/1,2011/9/5,LA,Louisiana,22037,1,3,2,745
2012/8/26,2012/9/10,LA,Louisiana,22037,1,3,3,745
2016/8/11,2016/8/31,LA,Louisiana,22037,0,1,1,746
2019/7/10,2019/7/15,LA,Louisiana,22037,1,8,1,747
2020/6/5,2020/6/9,LA,Louisiana,22037,1,8,2,747
2020/8/22,2020/8/27,LA,Louisiana,22037,1,8,3,747
2020/9/13,2020/9/16,LA,Louisiana,22037,1,8,4,747
2020/10/6,2020/10/10,LA,Louisiana,22037,1,8,5,747
2020/10/26,2020/10/29,LA,Louisiana,22037,1,8,6,747
2021/8/26,2021/9/3,LA,Louisiana,22037,1,8,7,747
2021/9/12,2021/9/18,LA,Louisiana,22037,1,8,8,747
2015/5/4,2015/6/22,TX,Texas,48133,1,2,1,748
2016/5/22,2016/6/24,TX,Texas,48133,1,2,2,748
2016/10/4,2016/10/15,GA,Georgia,13101,1,3,1,750
2017/1/21,2017/1/22,GA,Georgia,13101,1,3,2,750
2017/9/7,2017/9/20,GA,Georgia,13101,1,3,3,750
2018/10/9,2018/10/23,GA,Georgia,13101,0,1,1,751
2013/9/9,2013/9/22,NM,New Mexico,35015,1,2,1,752
2014/9/15,2014/9/26,NM,New Mexico,35015,1,2,2,752
2015/10/1,2015/10/23,SC,South Carolina,45037,1,5,1,753
2016/10/4,2016/10/30,SC,South Carolina,45037,1,5,2,753
2017/9/6,2017/9/13,SC,South Carolina,45037,1,5,3,753
2018/9/8,2018/10/8,SC,South Carolina,45037,1,5,4,753
2019/8/31,2019/9/6,SC,South Carolina,45037,1,5,5,753
2022/9/25,2022/10/4,SC,South Carolina,45037,0,1,1,754
2015/5/4,2015/6/22,TX,Texas,48137,0,1,1,755
2018/9/10,2018/11/2,TX,Texas,48137,0,1,1,756
2016/10/4,2016/10/15,GA,Georgia,13103,1,2,1,757
2017/9/7,2017/9/20,GA,Georgia,13103,1,2,2,757
2018/10/9,2018/10/23,GA,Georgia,13103,1,2,1,758
2019/8/29,2019/9/7,GA,Georgia,13103,1,2,2,758
2017/1/3,2017/1/12,CA,California,6017,1,3,1,759
2017/1/18,2017/1/23,CA,California,6017,1,3,2,759
2017/2/1,2017/2/23,CA,California,6017,1,3,3,759
2019/2/24,2019/3/1,CA,California,6017,0,1,1,760
2017/9/7,2017/9/20,GA,Georgia,13105,0,1,1,763
2018/10/9,2018/10/23,GA,Georgia,13105,0,1,1,764
2015/5/4,2015/6/22,TX,Texas,48139,1,2,1,766
2015/12/26,2016/1/21,TX,Texas,48139,1,2,2,766
2020/8/23,2020/8/27,TX,Texas,48139,0,1,1,767
2015/12/23,2015/12/31,AL,Alabama,1051,0,1,1,770
2017/9/8,2017/9/14,AL,Alabama,1051,1,2,1,771
2017/10/6,2017/10/10,AL,Alabama,1051,1,2,2,771
2020/9/14,2020/9/16,AL,Alabama,1051,1,2,1,772
2020/10/28,2020/10/29,AL,Alabama,1051,1,2,2,772
2016/10/4,2016/10/15,GA,Georgia,13107,1,2,1,775
2017/9/7,2017/9/20,GA,Georgia,13107,1,2,2,775
2018/10/9,2018/10/23,GA,Georgia,13107,0,1,1,776
2015/5/4,2015/6/22,TX,Texas,48143,1,3,1,777
2016/3/7,2016/3/29,TX,Texas,48143,1,3,2,777
2016/5/22,2016/6/24,TX,Texas,48143,1,3,3,777
2015/12/23,2015/12/31,AL,Alabama,1053,0,1,1,781
2017/9/8,2017/9/14,AL,Alabama,1053,1,2,1,782
2017/10/6,2017/10/10,AL,Alabama,1053,1,2,2,782
2018/10/10,2018/10/13,AL,Alabama,1053,0,1,1,783
2020/9/14,2020/9/16,AL,Alabama,1053,0,1,1,784
2012/8/27,2012/8/29,FL,Florida,12033,0,1,1,787
2014/4/28,2014/5/6,FL,Florida,12033,0,1,1,788
2017/9/4,2017/10/18,FL,Florida,12033,0,1,1,789
2017/10/7,2017/10/11,FL,Florida,12033,1,3,1,790
2018/10/7,2018/10/19,FL,Florida,12033,1,3,2,790
2019/8/28,2019/9/9,FL,Florida,12033,1,3,3,790
2020/9/14,2020/9/28,FL,Florida,12033,1,2,1,791
2021/8/13,2021/8/19,FL,Florida,12033,1,2,2,791
2022/9/23,2022/11/4,FL,Florida,12033,0,1,1,792
2014/4/28,2014/5/5,AL,Alabama,1055,0,1,1,795
2017/9/8,2017/9/14,AL,Alabama,1055,1,2,1,796
2018/3/19,2018/3/20,AL,Alabama,1055,1,2,2,796
2020/4/12,2020/4/13,AL,Alabama,1055,1,2,1,797
2020/9/14,2020/9/16,AL,Alabama,1055,1,2,2,797
2012/8/26,2012/9/10,LA,Louisiana,22039,1,2,1,799
2013/1/8,2013/1/17,LA,Louisiana,22039,1,2,2,799
2016/8/11,2016/8/31,LA,Louisiana,22039,0,1,1,800
2019/7/10,2019/7/15,LA,Louisiana,22039,1,8,1,801
2020/6/5,2020/6/9,LA,Louisiana,22039,1,8,2,801
2020/8/22,2020/8/27,LA,Louisiana,22039,1,8,3,801
2020/9/13,2020/9/16,LA,Louisiana,22039,1,8,4,801
2020/10/6,2020/10/10,LA,Louisiana,22039,1,8,5,801
2020/10/26,2020/10/29,LA,Louisiana,22039,1,8,6,801
2021/8/26,2021/9/3,LA,Louisiana,22039,1,8,7,801
2021/9/12,2021/9/18,LA,Louisiana,22039,1,8,8,801
2016/10/4,2016/10/15,GA,Georgia,13109,1,2,1,802
2017/9/7,2017/9/20,GA,Georgia,13109,1,2,2,802
2018/10/9,2018/10/23,GA,Georgia,13109,0,1,1,803
2015/10/1,2015/10/23,SC,South Carolina,45039,1,5,1,804
2016/10/4,2016/10/30,SC,South Carolina,45039,1,5,2,804
2017/9/6,2017/9/13,SC,South Carolina,45039,1,5,3,804
2018/9/8,2018/10/8,SC,South Carolina,45039,1,5,4,804
2019/8/31,2019/9/6,SC,South Carolina,45039,1,5,5,804
2022/9/25,2022/10/4,SC,South Carolina,45039,0,1,1,805
2016/5/22,2016/6/24,TX,Texas,48145,0,1,1,806
2015/12/22,2016/1/13,GA,Georgia,13111,0,1,1,807
2017/9/7,2017/9/20,GA,Georgia,13111,0,1,1,808
2020/10/29,2020/10/29,GA,Georgia,13111,1,2,1,809
2021/3/25,2021/3/26,GA,Georgia,13111,1,2,2,809
2015/5/4,2015/6/22,TX,Texas,48147,0,1,1,810
2018/9/10,2018/11/2,TX,Texas,48147,0,1,1,811
2015/12/23,2015/12/31,AL,Alabama,1057,0,1,1,814
2017/9/8,2017/9/14,AL,Alabama,1057,0,1,1,815
2020/2/5,2020/3/6,AL,Alabama,1057,1,2,1,816
2020/9/14,2020/9/16,AL,Alabama,1057,1,2,2,816
2015/12/22,2016/1/13,GA,Georgia,13113,0,1,1,817
2017/9/7,2017/9/20,GA,Georgia,13113,0,1,1,818
2015/5/4,2015/6/22,TX,Texas,48149,1,3,1,819
2016/4/17,2016/4/30,TX,Texas,48149,1,3,2,819
2016/5/22,2016/6/24,TX,Texas,48149,1,3,3,819
2017/8/23,2017/9/15,TX,Texas,48149,0,1,1,820
2015/12/26,2016/1/21,TX,Texas,48151,1,2,1,821
2016/5/22,2016/6/24,TX,Texas,48151,1,2,2,821
2016/10/3,2016/10/19,FL,Florida,12035,1,2,1,823
2017/9/4,2017/10/18,FL,Florida,12035,1,2,2,823
2019/8/28,2019/9/9,FL,Florida,12035,1,2,1,824
2020/7/31,2020/8/4,FL,Florida,12035,1,2,2,824
2022/9/23,2022/11/4,FL,Florida,12035,1,2,1,825
2022/11/7,2022/11/30,FL,Florida,12035,1,2,2,825
2015/10/1,2015/10/23,SC,South Carolina,45041,1,5,1,826
2016/10/4,2016/10/30,SC,South Carolina,45041,1,5,2,826
2017/9/6,2017/9/13,SC,South Carolina,45041,1,5,3,826
2018/9/8,2018/10/8,SC,South Carolina,45041,1,5,4,826
2019/8/31,2019/9/6,SC,South Carolina,45041,1,5,5,826
2022/9/25,2022/10/4,SC,South Carolina,45041,0,1,1,827
2017/9/7,2017/9/20,GA,Georgia,13115,0,1,1,830
2015/12/26,2016/1/21,TX,Texas,48153,0,1,1,832
2015/12/26,2016/1/21,TX,Texas,48155,0,1,1,834
2012/8/26,2012/9/11,MS,Mississippi,28035,1,2,1,836
2013/2/10,2013/2/22,MS,Mississippi,28035,1,2,2,836
2016/3/9,2016/3/29,MS,Mississippi,28035,1,2,1,837
2017/1/20,2017/1/21,MS,Mississippi,28035,1,2,2,837
2018/12/27,2018/12/28,MS,Mississippi,28035,0,1,1,838
2020/8/23,2020/8/29,MS,Mississippi,28035,1,5,1,839
2020/9/14,2020/9/17,MS,Mississippi,28035,1,5,2,839
2020/10/7,2020/10/11,MS,Mississippi,28035,1,5,3,839
2020/10/27,2020/10/29,MS,Mississippi,28035,1,5,4,839
2021/8/28,2021/9/1,MS,Mississippi,28035,1,5,5,839
2017/9/7,2017/9/20,GA,Georgia,13117,0,1,1,840
2020/10/29,2020/10/29,GA,Georgia,13117,0,1,1,841
2015/5/4,2015/6/22,TX,Texas,48157,1,3,1,844
2016/4/17,2016/4/30,TX,Texas,48157,1,3,2,844
2016/5/22,2016/6/24,TX,Texas,48157,1,3,3,844
2017/8/23,2017/9/15,TX,Texas,48157,0,1,1,845
2020/7/25,2020/7/31,TX,Texas,48157,1,2,1,846
2020/8/23,2020/8/27,TX,Texas,48157,1,2,2,846
2017/9/4,2017/10/4,FL,Florida,,0,1,1,847
2019/8/28,2019/9/4,FL,Florida,,0,1,1,848
2022/9/23,2022/11/4,FL,Florida,,1,2,1,849
2022/11/7,,FL,Florida,,1,2,2,849
2014/4/28,2014/5/5,AL,Alabama,1059,0,1,1,852
2015/12/23,2015/12/31,AL,Alabama,1059,0,1,1,853
2017/9/8,2017/9/14,AL,Alabama,1059,0,1,1,854
2019/2/19,2019/3/20,AL,Alabama,1059,0,1,1,855
2020/9/14,2020/9/16,AL,Alabama,1059,0,1,1,856
2012/6/23,2012/7/26,FL,Florida,12037,1,2,1,859
2012/8/27,2012/8/29,FL,Florida,12037,1,2,2,859
2016/8/31,2016/9/11,FL,Florida,12037,1,4,1,860
2017/9/4,2017/10/18,FL,Florida,12037,1,4,2,860
2018/10/7,2018/10/19,FL,Florida,12037,1,4,3,860
2019/8/28,2019/9/9,FL,Florida,12037,1,4,4,860
2020/9/14,2020/9/28,FL,Florida,12037,1,3,1,861
2021/7/4,2021/7/8,FL,Florida,12037,1,3,2,861
2021/8/13,2021/8/19,FL,Florida,12037,1,3,3,861
2022/9/23,2022/11/4,FL,Florida,12037,1,2,1,862
2022/11/7,2022/11/30,FL,Florida,12037,1,2,2,862
2017/9/7,2017/9/20,GA,Georgia,13119,0,1,1,863
2020/10/29,2020/10/29,GA,Georgia,13119,0,1,1,864
2012/8/26,2012/9/11,MS,Mississippi,28037,0,1,1,866
2020/8/23,2020/8/29,MS,Mississippi,28037,1,4,1,867
2020/9/14,2020/9/17,MS,Mississippi,28037,1,4,2,867
2020/10/7,2020/10/11,MS,Mississippi,28037,1,4,3,867
2021/8/28,2021/9/1,MS,Mississippi,28037,1,4,4,867
2015/12/26,2016/1/21,TX,Texas,48159,0,1,1,869
2018/9/10,2018/11/2,TX,Texas,48159,0,1,1,870
2020/8/23,2020/8/27,TX,Texas,48159,0,1,1,871
2012/8/26,2012/9/10,LA,Louisiana,22041,1,2,1,875
2013/1/8,2013/1/17,LA,Louisiana,22041,1,2,2,875
2016/3/8,2016/4/8,LA,Louisiana,22041,0,1,1,876
2019/5/10,2019/7/24,LA,Louisiana,22041,1,8,1,877
2020/6/5,2020/6/9,LA,Louisiana,22041,1,8,2,877
2020/8/22,2020/8/27,LA,Louisiana,22041,1,8,3,877
2020/9/13,2020/9/16,LA,Louisiana,22041,1,8,4,877
2020/10/6,2020/10/10,LA,Louisiana,22041,1,8,5,877
2020/10/26,2020/10/29,LA,Louisiana,22041,1,8,6,877
2021/8/26,2021/9/3,LA,Louisiana,22041,1,8,7,877
2021/9/12,2021/9/18,LA,Louisiana,22041,1,8,8,877
2013/10/30,2013/10/31,TX,Texas,48161,0,1,1,878
2015/5/4,2015/6/22,TX,Texas,48163,0,1,1,880
2017/9/7,2017/9/20,GA,Georgia,13121,0,1,1,883
2016/8/31,2016/9/11,FL,Florida,12039,1,4,1,885
2017/9/4,2017/10/18,FL,Florida,12039,1,4,2,885
2018/10/7,2018/10/19,FL,Florida,12039,1,4,3,885
2019/8/28,2019/9/9,FL,Florida,12039,1,4,4,885
2020/9/14,2020/9/28,FL,Florida,12039,1,2,1,886
2021/8/13,2021/8/19,FL,Florida,12039,1,2,2,886
2022/9/23,2022/11/4,FL,Florida,12039,1,2,1,887
2022/11/7,2022/11/30,FL,Florida,12039,1,2,2,887
2015/5/4,2015/6/22,TX,Texas,48165,0,1,1,888
2015/10/22,2015/10/31,TX,Texas,48167,0,1,1,891
2017/8/23,2017/9/15,TX,Texas,48167,0,1,1,892
2020/7/25,2020/7/31,TX,Texas,48167,1,2,1,893
2020/8/23,2020/8/27,TX,Texas,48167,1,2,2,893
2015/5/4,2015/6/22,TX,Texas,48169,0,1,1,895
2012/8/26,2012/9/5,AL,Alabama,1061,0,1,1,898
2014/4/28,2014/5/5,AL,Alabama,1061,0,1,1,899
2015/12/23,2015/12/31,AL,Alabama,1061,0,1,1,900
2017/9/8,2017/9/14,AL,Alabama,1061,1,2,1,901
2017/10/6,2017/10/10,AL,Alabama,1061,1,2,2,901
2018/10/10,2018/10/13,AL,Alabama,1061,0,1,1,902
2020/9/14,2020/9/16,AL,Alabama,1061,0,1,1,903
2012/8/26,2012/9/11,MS,Mississippi,28039,0,1,1,905
2016/3/9,2016/3/29,MS,Mississippi,28039,0,1,1,906
2017/10/6,2017/10/10,MS,Mississippi,28039,0,1,1,907
2020/4/22,2020/4/23,MS,Mississippi,28039,1,6,1,908
2020/8/23,2020/8/29,MS,Mississippi,28039,1,6,2,908
2020/9/14,2020/9/17,MS,Mississippi,28039,1,6,3,908
2020/10/7,2020/10/11,MS,Mississippi,28039,1,6,4,908
2020/10/27,2020/10/29,MS,Mississippi,28039,1,6,5,908
2021/8/28,2021/9/1,MS,Mississippi,28039,1,6,6,908
2017/9/7,2017/9/20,GA,Georgia,,0,1,1,909
2018/10/9,2018/10/23,GA,Georgia,,0,1,1,910
2015/10/1,2015/10/23,SC,South Carolina,45043,1,6,1,911
2016/10/4,2016/10/30,SC,South Carolina,45043,1,6,2,911
2017/9/6,2017/9/13,SC,South Carolina,45043,1,6,3,911
2018/9/8,2018/10/8,SC,South Carolina,45043,1,6,4,911
2019/8/31,2019/9/6,SC,South Carolina,45043,1,6,5,911
2020/4/12,2020/4/13,SC,South Carolina,45043,1,6,6,911
2022/9/25,2022/10/4,SC,South Carolina,45043,0,1,1,912
2012/6/23,2012/7/26,FL,Florida,12041,0,1,1,916
2016/8/31,2016/9/11,FL,Florida,12041,1,4,1,917
2017/9/4,2017/10/18,FL,Florida,12041,1,4,2,917
2018/10/7,2018/10/19,FL,Florida,12041,1,4,3,917
2019/8/28,2019/9/9,FL,Florida,12041,1,4,4,917
2020/11/7,2020/11/12,FL,Florida,12041,1,3,1,918
2021/7/4,2021/7/8,FL,Florida,12041,1,3,2,918
2021/8/13,2021/8/19,FL,Florida,12041,1,3,3,918
2022/9/23,2022/11/4,FL,Florida,12041,1,2,1,919
2022/11/7,2022/11/30,FL,Florida,12041,1,2,2,919
2015/5/4,2015/6/22,TX,Texas,48171,0,1,1,920
2015/12/22,2016/1/13,GA,Georgia,13123,0,1,1,921
2017/9/7,2017/9/20,GA,Georgia,13123,0,1,1,922
2020/10/29,2020/10/29,GA,Georgia,13123,1,2,1,923
2021/3/25,2021/3/26,GA,Georgia,13123,1,2,2,923
2012/8/27,2012/8/29,FL,Florida,12043,0,1,1,925
2016/10/3,2016/10/19,FL,Florida,12043,1,2,1,926
2017/9/4,2017/10/18,FL,Florida,12043,1,2,2,926
2019/8/28,2019/9/9,FL,Florida,12043,0,1,1,927
2022/9/23,2022/11/4,FL,Florida,12043,1,2,1,928
2022/11/7,2022/11/30,FL,Florida,12043,1,2,2,928
2017/9/7,2017/9/20,GA,Georgia,13125,0,1,1,929
2018/10/9,2018/10/23,GA,Georgia,13125,0,1,1,930
2017/2/1,2017/2/23,CA,California,6021,0,1,1,931
2019/2/24,2019/3/1,CA,California,6021,0,1,1,932
2016/10/4,2016/10/15,GA,Georgia,13127,1,2,1,935
2017/9/7,2017/9/20,GA,Georgia,13127,1,2,2,935
2018/10/9,2018/10/23,GA,Georgia,13127,1,2,1,936
2019/8/29,2019/9/7,GA,Georgia,13127,1,2,2,936
2017/8/23,2017/9/15,TX,Texas,48175,0,1,1,938
2020/7/25,2020/7/31,TX,Texas,48175,0,1,1,939
2015/5/4,2015/6/22,TX,Texas,48177,0,1,1,940
2017/8/23,2017/9/15,TX,Texas,48177,0,1,1,941
2017/9/7,2017/9/20,GA,Georgia,13129,0,1,1,943
2021/3/25,2021/3/26,GA,Georgia,13129,0,1,1,944
2017/9/7,2017/9/20,GA,Georgia,13131,0,1,1,946
2018/10/9,2018/10/23,GA,Georgia,13131,0,1,1,947
2015/5/18,2015/6/20,LA,Louisiana,22043,1,2,1,949
2016/3/8,2016/4/8,LA,Louisiana,22043,1,2,2,949
2020/6/5,2020/6/9,LA,Louisiana,22043,1,7,1,950
2020/8/22,2020/8/27,LA,Louisiana,22043,1,7,2,950
2020/9/13,2020/9/16,LA,Louisiana,22043,1,7,3,950
2020/10/6,2020/10/10,LA,Louisiana,22043,1,7,4,950
2020/10/26,2020/10/29,LA,Louisiana,22043,1,7,5,950
2021/8/26,2021/9/3,LA,Louisiana,22043,1,7,6,950
2021/9/12,2021/9/18,LA,Louisiana,22043,1,7,7,950
2015/5/4,2015/6/22,TX,Texas,48181,0,1,1,952
2017/9/8,2017/9/14,AL,Alabama,1063,1,2,1,955
2017/10/6,2017/10/10,AL,Alabama,1063,1,2,2,955
2019/2/19,2019/3/20,AL,Alabama,1063,1,3,1,956
2020/2/5,2020/3/6,AL,Alabama,1063,1,3,2,956
2020/9/14,2020/9/16,AL,Alabama,1063,1,3,3,956
2015/12/22,2016/1/13,GA,Georgia,13133,0,1,1,959
2017/9/7,2017/9/20,GA,Georgia,13133,0,1,1,960
2018/10/9,2018/10/23,GA,Georgia,13133,0,1,1,961
2012/8/26,2012/9/11,MS,Mississippi,28041,1,2,1,964
2013/2/10,2013/2/22,MS,Mississippi,28041,1,2,2,964
2016/3/9,2016/3/29,MS,Mississippi,28041,0,1,1,965
2017/10/6,2017/10/10,MS,Mississippi,28041,0,1,1,966
2018/12/27,2018/12/28,MS,Mississippi,28041,0,1,1,967
2020/8/23,2020/8/29,MS,Mississippi,28041,1,4,1,968
2020/9/14,2020/9/17,MS,Mississippi,28041,1,4,2,968
2020/10/27,2020/10/29,MS,Mississippi,28041,1,4,3,968
2021/8/28,2021/9/1,MS,Mississippi,28041,1,4,4,968
2015/10/1,2015/10/23,SC,South Carolina,45045,1,6,1,970
2016/10/4,2016/10/30,SC,South Carolina,45045,1,6,2,970
2017/9/6,2017/9/13,SC,South Carolina,45045,1,6,3,970
2018/9/8,2018/10/8,SC,South Carolina,45045,1,6,4,970
2019/8/31,2019/9/6,SC,South Carolina,45045,1,6,5,970
2020/2/6,2020/2/13,SC,South Carolina,45045,1,6,6,970
2022/9/25,2022/10/4,SC,South Carolina,45045,0,1,1,971
2015/10/1,2015/10/23,SC,South Carolina,45047,1,5,1,972
2016/10/4,2016/10/30,SC,South Carolina,45047,1,5,2,972
2017/9/6,2017/9/13,SC,South Carolina,45047,1,5,3,972
2018/9/8,2018/10/8,SC,South Carolina,45047,1,5,4,972
2019/8/31,2019/9/6,SC,South Carolina,45047,1,5,5,972
2022/9/25,2022/10/4,SC,South Carolina,45047,0,1,1,973
2016/3/7,2016/3/29,TX,Texas,48183,0,1,1,976
